"37","10","Postgraduate Faculties","School of Environment and Society","Technology and Innovation Management"
"38","10","Postgraduate Faculties","Interdisciplinary graduate majors","Energy Science and Engineering"
"39","10","Postgraduate Faculties","Interdisciplinary graduate majors","Engineering Sciences and Design"
"40","10","Postgraduate Faculties","Interdisciplinary graduate majors","Human Centered Science and Biomedical Engineering"
"41","10","Postgraduate Faculties","Interdisciplinary graduate majors","Nuclear Engineering"
"42","10","Postgraduate Faculties","Interdisciplinary graduate majors","Artificial Intelligence"
"43","10","Postgraduate Faculties","Interdisciplinary graduate majors","Urban Design and Built Environment"
"44","19","Undergraduate Faculties","Political Science and Economics","Political Science (BA)"
"45","19","Undergraduate Faculties","Political Science and Economics","Economics (BA)"
"46","19","Undergraduate Faculties","Political Science and Economics","Global Political Economy (BA)"
"47","19","Undergraduate Faculties","Social Sciences","Social Sciences (BA)"
"48","19","Undergraduate Faculties","International Liberal Studies","International Liberal Studies (BA)"
"49","19","Undergraduate Faculties","Culture, Media and Society","Transcultural Studies (BA)"
"50","19","Undergraduate Faculties","Fundamental Science and Engineering","Mathematics (BS)"
"51","19","Undergraduate Faculties","Fundamental Science and Engineering","Applied Mathematics (BE)"
"52","19","Undergraduate Faculties","Fundamental Science and Engineering","Communications and Computer Engineering (BE)"
"53","19","Undergraduate Faculties","Fundamental Science and Engineering","Electronic and Physical Systems (BS,BE)"
"54","19","Undergraduate Faculties","Fundamental Science and Engineering","Computer Science and Engineering (BE)"
"55","19","Undergraduate Faculties","Fundamental Science and Engineering","Intermedia Art and Science (BE)"
"56","19","Undergraduate Faculties","Creative Science and Engineering","Modern Mechanical Engineering (BE)"
"57","19","Undergraduate Faculties","Creative Science and Engineering","Civil and Environmental Engineering (BE)"
"58","19","Undergraduate Faculties","Advanced Science and Engineering","Applied Chemistry (BE)"
"59","19","Undergraduate Faculties","Advanced Science and Engineering","Applied Physics (BE)"
"60","19","Undergraduate Faculties","Advanced Science and Engineering","Chemistry and Biochemistry (BS)"
"61","19","Undergraduate Faculties","Advanced Science and Engineering","Electrical Engineering and Bioscience (BE)"
"62","19","Undergraduate Faculties","Advanced Science and Engineering","Life Science and Medical Bioscience (BE)"
"63","19","Undergraduate Faculties","Advanced Science and Engineering","Physics (BS)"
"64","19","Postgraduate Faculties","Waseda Business School","International Business Administration (MBA)"
"65","19","Postgraduate Faculties","Waseda Business School","Finance (MS)"
"66","19","Postgraduate Faculties","Waseda Business School","Waseda-Nanyang Double MBA"
"67","19","Postgraduate Faculties","Political Science","Political Science (MA,PhD)"
"68","19","Postgraduate Faculties","Economics","Economics (MA,PhD)"
"69","19","Postgraduate Faculties","Economics","Global Political Economy (MA,PhD)"
"70","19","Postgraduate Faculties","Commerce","Commerce (PhD)"
"71","19","Postgraduate Faculties","Social Sciences","Social Sciences (MA,PhD)"
"72","19","Postgraduate Faculties","Asia-Pacific Studies","International Relations (MA)"
"73","19","Postgraduate Faculties","Asia-Pacific Studies","International Studies (PhD)"
"74","19","Postgraduate Faculties","International Culture and Communication Studies","International Culture and Communication Studies (MA,PhD)"
"75","19","Postgraduate Faculties","Fundamental Science and Engineering","Pure and Applied Mathematics (ME,MS,PhD)"
"76","19","Postgraduate Faculties","Fundamental Science and Engineering","Applied Mechanics (PhD)"
"77","19","Postgraduate Faculties","Fundamental Science and Engineering","Electronic and Physical Systems (PhD)"
"78","19","Postgraduate Faculties","Fundamental Science and Engineering","Intermedia Studies (PhD)"
"79","19","Postgraduate Faculties","Fundamental Science and Engineering","Computer Science and Communications Engineering (ME,PhD)"
"80","19","Postgraduate Faculties","Creative Science and Engineering","Architecture (PhD)"
"81","19","Postgraduate Faculties","Creative Science and Engineering","Modern Mechanical Engineering (ME,PhD)"
"82","19","Postgraduate Faculties","Creative Science and Engineering","Industrial and Management Systems Engineering (PhD)"
"83","19","Postgraduate Faculties","Creative Science and Engineering","Business Design and Management (PhD)"
"84","19","Postgraduate Faculties","Creative Science and Engineering","Earth Sciences, Resources and Environmental Engineering (MS/ME,PhD)"
"85","19","Postgraduate Faculties","Creative Science and Engineering","Civil and Environmental Engineering (ME,PhD)"
"86","19","Postgraduate Faculties","Advanced Science and Engineering","Pure and Applied Physics (MS/ME,PhD)"
"87","19","Postgraduate Faculties","Advanced Science and Engineering","Applied Chemistry (ME,PhD)"
"88","19","Postgraduate Faculties","Advanced Science and Engineering","Chemistry and Biochemistry (MS,PhD)"
"89","19","Postgraduate Faculties","Advanced Science and Engineering","Cooperative Major in Nuclear Energy (PhD)"
"90","19","Postgraduate Faculties","Advanced Science and Engineering","Electrical Engineering and Bioscience (MS/ME,PhD)"
"91","19","Postgraduate Faculties","Advanced Science and Engineering","Life Science and Medical Bioscience (MS/ME,PhD)"
"92","19","Postgraduate Faculties","Advanced Science and Engineering","Nanoscience and Nanoengineering (MS/ME,PhD)"
"93","19","Postgraduate Faculties","Advanced Science and Engineering","Integrative Bioscience and Biomedical Engineering (MS/ME,PhD)"
"94","19","Postgraduate Faculties","Sport Sciences","Sport Sciences (PhD)"
"95","19","Postgraduate Faculties","Information, Production and Systems","Information, Production and Systems (ME,PhD)"
"96","160","Undergraduate Faculties","Faculty of Arts","Anthropology"
"97","160","Undergraduate Faculties","Faculty of Arts","Cultural Studies"
"98","160","Undergraduate Faculties","Faculty of Arts","English"
"99","160","Undergraduate Faculties","Faculty of Arts","Fine Arts"
"100","160","Undergraduate Faculties","Faculty of Arts","History"
"101","160","Undergraduate Faculties","Faculty of Arts","Japanese Studies"
"102","160","Undergraduate Faculties","Faculty of Arts","Linguistics"
"103","160","Undergraduate Faculties","Faculty of Arts","Music"
"104","160","Undergraduate Faculties","Faculty of Arts","Philosophy"
"105","160","Undergraduate Faculties","Faculty of Arts","Religious Studies"
"106","160","Undergraduate Faculties","Faculty of Arts","Translation"
"107","160","Undergraduate Faculties","Faculty of Arts","Chinese Language & Literature"
"108","160","Undergraduate Faculties","Faculty of Arts","Cultural Management"
"109","160","Undergraduate Faculties","Faculty of Arts","Theology"
"110","160","Undergraduate Faculties","Faculty of Business Administration","Asian Business Studies"
"111","160","Undergraduate Faculties","Faculty of Business Administration","Hospitality & Real Estate"
"112","160","Undergraduate Faculties","Faculty of Business Administration","Global Economics & Finance"
"113","160","Undergraduate Faculties","Faculty of Business Administration","Global Business Studies"
"114","160","Undergraduate Faculties","Faculty of Business Administration","Integrated BBA"
"115","160","Undergraduate Faculties","Faculty of Business Administration","Professional Accountancy"
"116","160","Undergraduate Faculties","Faculty of Business Administration","Quantitative Finance"
"117","160","Undergraduate Faculties","Faculty of Business Administration","Insurance, Financial & Actuarial Analysis"
"118","160","Undergraduate Faculties","Faculty of Business Administration","International Business & Chinese Enterprise"
"119","160","Undergraduate Faculties","Faculty of Education","Chinese Language Studies & Chinese Language Education"
"120","160","Undergraduate Faculties","Faculty of Education","English Studies / English Language Education"
"121","160","Undergraduate Faculties","Faculty of Education","Exercise Science & Health Education"
"122","160","Undergraduate Faculties","Faculty of Education","Mathematics & Mathematics Education"
"123","160","Undergraduate Faculties","Faculty of Education","Liberal Studies"
"124","160","Undergraduate Faculties","Faculty of Education","Physical Education, Exercise Science & Health"
"125","160","Undergraduate Faculties","Faculty of Engineering","Biomedical Engineering"
"126","160","Undergraduate Faculties","Faculty of Engineering","Financial Technology"
"127","160","Undergraduate Faculties","Faculty of Engineering","Computer Engineering"
"128","160","Undergraduate Faculties","Faculty of Engineering","Computer Science"
"129","160","Undergraduate Faculties","Faculty of Engineering","Electronic Engineering"
"130","160","Undergraduate Faculties","Faculty of Engineering","Mathematics & Information Engineering"
"131","160","Undergraduate Faculties","Faculty of Engineering","Information Engineering"
"132","160","Undergraduate Faculties","Faculty of Engineering","Energy & Environmental Engineering"
"133","160","Undergraduate Faculties","Faculty of Engineering","Mechanical & Automation Engineering"
"134","160","Undergraduate Faculties","Faculty of Engineering","Systems Engineering & Engineering Management"
"135","160","Undergraduate Faculties","Faculty of Law","Laws (LLB)"
"136","160","Undergraduate Faculties","Faculty of Medicine","Biomedical Sciences"
"137","160","Undergraduate Faculties","Faculty of Medicine","Chinese Medicine"
"138","160","Undergraduate Faculties","Faculty of Medicine","Community Health Practice"
"139","160","Undergraduate Faculties","Faculty of Medicine","Medicine"
"140","160","Undergraduate Faculties","Faculty of Medicine","Nursing"
"141","160","Undergraduate Faculties","Faculty of Medicine","Gerontology"
"142","160","Undergraduate Faculties","Faculty of Medicine","Pharmacy"
"143","160","Undergraduate Faculties","Faculty of Medicine","Public Health"
"144","160","Undergraduate Faculties","Faculty of Science","Biochemistry"
"145","160","Undergraduate Faculties","Faculty of Science","Biology"
"146","160","Undergraduate Faculties","Faculty of Science","Cell & Molecular Biology"
"147","160","Undergraduate Faculties","Faculty of Science","Chemistry"
"148","160","Undergraduate Faculties","Faculty of Science","Environmental Science"
"149","160","Undergraduate Faculties","Faculty of Science","Earth System Science"
"150","160","Undergraduate Faculties","Faculty of Science","Enrichment Mathematics"
"151","160","Undergraduate Faculties","Faculty of Science","Enrichment Stream in Theoretical Physics"
"152","160","Undergraduate Faculties","Faculty of Science","Mathematics"
"153","160","Undergraduate Faculties","Faculty of Science","Natural Sciences"
"154","160","Undergraduate Faculties","Faculty of Science","Food & Nutritional Sciences"
"155","160","Undergraduate Faculties","Faculty of Science","Physics"
"156","160","Undergraduate Faculties","Faculty of Science","Statistics"
"157","160","Undergraduate Faculties","Faculty of Science","Mathematics & Information Engineering"
"158","160","Undergraduate Faculties","Faculty of Science","Molecular Biotechnology"
"159","160","Undergraduate Faculties","Faculty of Science","Quantitative Finance & Risk Management Science"
"160","160","Undergraduate Faculties","Faculty of Science","Risk Management Science"
"161","160","Undergraduate Faculties","Faculty of Social Science","Architectural Studies"
"162","160","Undergraduate Faculties","Faculty of Social Science","Economics"
"163","160","Undergraduate Faculties","Faculty of Social Science","Global Economics & Finance"
"164","160","Undergraduate Faculties","Faculty of Social Science","Global Communication"
"165","160","Undergraduate Faculties","Faculty of Social Science","Gender Studies"
"166","160","Undergraduate Faculties","Faculty of Social Science","Geography & Resource Management"
"167","160","Undergraduate Faculties","Faculty of Social Science","Global Studies"
"168","160","Undergraduate Faculties","Faculty of Social Science","Government & Public Administration"
"169","160","Undergraduate Faculties","Faculty of Social Science","Psychology"
"170","160","Undergraduate Faculties","Faculty of Social Science","Journalism & Communication"
"171","160","Undergraduate Faculties","Faculty of Social Science","Social Work"
"172","160","Undergraduate Faculties","Faculty of Social Science","Sociology"
"173","160","Undergraduate Faculties","Faculty of Social Science","Urban Studies"
"174","160","Undergraduate Faculties","Others","China Studies"
"175","160","Postgraduate Faculties","Faculty of Arts","Chinese Linguistics & Language Acquisition"
"176","160","Postgraduate Faculties","Faculty of Arts","Christian Studies"
"177","160","Postgraduate Faculties","Faculty of Arts","Anthropology"
"178","160","Postgraduate Faculties","Faculty of Arts","Cultural Studies"
"179","160","Postgraduate Faculties","Faculty of Arts","English"
"180","160","Postgraduate Faculties","Faculty of Arts","Fine Arts"
"181","160","Postgraduate Faculties","Faculty of Arts","History"
"182","160","Postgraduate Faculties","Faculty of Arts","Japanese Studies"
"183","160","Postgraduate Faculties","Faculty of Arts","Linguistics"
"184","160","Postgraduate Faculties","Faculty of Arts","Music"
"185","160","Postgraduate Faculties","Faculty of Arts","Philosophy"
"186","160","Postgraduate Faculties","Faculty of Arts","Religious Studies"
"187","160","Postgraduate Faculties","Faculty of Arts","History of Chinese Art"
"188","160","Postgraduate Faculties","Faculty of Arts","Translation"
"189","160","Postgraduate Faculties","Faculty of Arts","Chinese Language & Literature"
"190","160","Postgraduate Faculties","Faculty of Arts","Divinity"
"191","160","Postgraduate Faculties","Faculty of Arts","Comparative & Public History"
"192","160","Postgraduate Faculties","Faculty of Arts","Ministry"
"193","160","Postgraduate Faculties","Faculty of Arts","Theological Studies"
"194","160","Postgraduate Faculties","Faculty of Arts","Cultural Management"
"195","160","Postgraduate Faculties","Faculty of Arts","Visual Culture Studies"
"196","160","Postgraduate Faculties","Faculty of Arts","Intercultural Studies"
"197","160","Postgraduate Faculties","Faculty of Arts","English (Applied English Linguistics)"
"198","160","Postgraduate Faculties","Faculty of Arts","English (Literary Studies)"
"199","160","Postgraduate Faculties","Faculty of Arts","Theology"
"200","160","Postgraduate Faculties","Faculty of Business Administration","Accountancy"
"201","160","Postgraduate Faculties","Faculty of Business Administration","Business Administration"
"202","160","Postgraduate Faculties","Faculty of Business Administration","Business Analytics"
"203","160","Postgraduate Faculties","Faculty of Business Administration","EMBA"
"204","160","Postgraduate Faculties","Faculty of Business Administration","MBA"
"205","160","Postgraduate Faculties","Faculty of Business Administration","Management of Real Estate & Hospitality Assets"
"206","160","Postgraduate Faculties","Faculty of Business Administration","Information & Technology Management"
"207","160","Postgraduate Faculties","Faculty of Business Administration","Finance"
"208","160","Postgraduate Faculties","Faculty of Business Administration","Management"
"209","160","Postgraduate Faculties","Faculty of Business Administration","Decision Sciences & Managerial Economics"
"210","160","Postgraduate Faculties","Faculty of Business Administration","Marketing"
"211","160","Postgraduate Faculties","Faculty of Education","Chinese Language Education"
"212","160","Postgraduate Faculties","Faculty of Education","Values Education"
"213","160","Postgraduate Faculties","Faculty of Education","Early Childhood Education"
"214","160","Postgraduate Faculties","Faculty of Education","School Improvement & Leadership"
"215","160","Postgraduate Faculties","Faculty of Education","School Guidance & Counselling"
"216","160","Postgraduate Faculties","Faculty of Education","Sports Science & Physical Education"
"217","160","Postgraduate Faculties","Faculty of Education","Mathematics Education"
"218","160","Postgraduate Faculties","Faculty of Education","Exercise Science"
"219","160","Postgraduate Faculties","Faculty of Education","Sports Studies"
"220","160","Postgraduate Faculties","Faculty of Education","English Language Teaching"
"221","160","Postgraduate Faculties","Faculty of Education","Education"
"222","160","Postgraduate Faculties","Faculty of Engineering","Biomedical Engineering"
"223","160","Postgraduate Faculties","Faculty of Engineering","Computer Science & Engineering"
"224","160","Postgraduate Faculties","Faculty of Engineering","E-Commerce & Logistics Technologies"
"225","160","Postgraduate Faculties","Faculty of Engineering","Electronic Engineering"
"226","160","Postgraduate Faculties","Faculty of Engineering","Energy Engineering"
"227","160","Postgraduate Faculties","Faculty of Engineering","Information Engineering"
"228","160","Postgraduate Faculties","Faculty of Engineering","Mechanical & Automation Engineering"
"229","160","Postgraduate Faculties","Faculty of Engineering","Systems Engineering & Engineering Management"
"230","160","Postgraduate Faculties","Faculty of Law","Juris Doctor"
"231","160","Postgraduate Faculties","Faculty of Law","Chinese Business Law"
"232","160","Postgraduate Faculties","Faculty of Law","Common Law"
"233","160","Postgraduate Faculties","Faculty of Law","International Economic Law"
"234","160","Postgraduate Faculties","Faculty of Law","Laws"
"235","160","Postgraduate Faculties","Faculty of Law","Postgraduate Certificate in Laws (PCLL)"
"236","160","Postgraduate Faculties","Faculty of Law","JD-MBA Double Degree"
"237","160","Postgraduate Faculties","Faculty of Medicine","Acupuncture"
"238","160","Postgraduate Faculties","Faculty of Medicine","Anaesthesia & Intensive Care"
"239","160","Postgraduate Faculties","Faculty of Medicine","Mental Health"
"240","160","Postgraduate Faculties","Faculty of Medicine","Anatomical & Cellular Pathology"
"241","160","Postgraduate Faculties","Faculty of Medicine","Gastroenterology"
"242","160","Postgraduate Faculties","Faculty of Medicine","Biomedical Sciences"
"243","160","Postgraduate Faculties","Faculty of Medicine","Medical Laboratory Sciences"
"244","160","Postgraduate Faculties","Faculty of Medicine","Cardiology"
"245","160","Postgraduate Faculties","Faculty of Medicine","Chemical Pathology"
"246","160","Postgraduate Faculties","Faculty of Medicine","Chinese Medicine"
"247","160","Postgraduate Faculties","Faculty of Medicine","Clinical Gerontology"
"248","160","Postgraduate Faculties","Faculty of Medicine","Perioperative Care of Minimal Access Surgery"
"249","160","Postgraduate Faculties","Faculty of Medicine","Prehospital & Emergency Care"
"250","160","Postgraduate Faculties","Faculty of Medicine","Neurological Sciences"
"251","160","Postgraduate Faculties","Faculty of Medicine","Health Services Management"
"252","160","Postgraduate Faculties","Faculty of Medicine","Epidemiology & Biostatistics"
"253","160","Postgraduate Faculties","Faculty of Medicine","Sports Medicine & Health Science"
"254","160","Postgraduate Faculties","Faculty of Medicine","Musculoskeletal Medicine & Rehabilitation"
"255","160","Postgraduate Faculties","Faculty of Medicine","Geriatric Orthopaedics"
"256","160","Postgraduate Faculties","Faculty of Medicine","Stroke & Clinical Neurosciences"
"257","160","Postgraduate Faculties","Faculty of Medicine","Endocrinology, Diabetes & Metabolism"
"258","160","Postgraduate Faculties","Faculty of Medicine","Diagnostic Ultrasonography"
"259","160","Postgraduate Faculties","Faculty of Medicine","Gerontology"
"260","160","Postgraduate Faculties","Faculty of Medicine","Medical Sciences"
"261","160","Postgraduate Faculties","Faculty of Medicine","Nursing"
"262","160","Postgraduate Faculties","Faculty of Medicine","Pharmacy"
"263","160","Postgraduate Faculties","Faculty of Medicine","Public Health"
"264","160","Postgraduate Faculties","Faculty of Medicine","Imaging & Interventional Radiology"
"265","160","Postgraduate Faculties","Faculty of Medicine","Surgery"
"266","160","Postgraduate Faculties","Faculty of Medicine","Obstetrics & Gynaecology"
"267","160","Postgraduate Faculties","Faculty of Medicine","Ophthalmology & Visual Sciences"
"268","160","Postgraduate Faculties","Faculty of Medicine","Orthopaedics & Traumatology"
"269","160","Postgraduate Faculties","Faculty of Medicine","Microbiology"
"270","160","Postgraduate Faculties","Faculty of Science","Chemistry"
"271","160","Postgraduate Faculties","Faculty of Science","Accreditation Chemistry"
"272","160","Postgraduate Faculties","Faculty of Science","Biochemical & Biomedical Sciences"
"273","160","Postgraduate Faculties","Faculty of Science","Biochemistry"
"274","160","Postgraduate Faculties","Faculty of Science","Biology"
"275","160","Postgraduate Faculties","Faculty of Science","Cell & Molecular Biology"
"276","160","Postgraduate Faculties","Faculty of Science","Data Science & Business Statistics"
"277","160","Postgraduate Faculties","Faculty of Science","Environmental Science"
"278","160","Postgraduate Faculties","Faculty of Science","Earth & Atmospheric Sciences"
"279","160","Postgraduate Faculties","Faculty of Science","Mathematics"
"280","160","Postgraduate Faculties","Faculty of Science","Food & Nutritional Sciences"
"281","160","Postgraduate Faculties","Faculty of Science","Physics"
"282","160","Postgraduate Faculties","Faculty of Science","Statistics"
"283","160","Postgraduate Faculties","Faculty of Science","Molecular Biotechnology"
"284","160","Postgraduate Faculties","Faculty of Science","Nutrition, Food Science & Technology"
"285","160","Postgraduate Faculties","Faculty of Science","Materials Science & Engineering"
"286","160","Postgraduate Faculties","Faculty of Science","Risk Management Science"
"287","160","Postgraduate Faculties","Faculty of Social Science","Clinical Psychology"
"288","160","Postgraduate Faculties","Faculty of Social Science","Communication"
"289","160","Postgraduate Faculties","Faculty of Social Science","Advertising"
"290","160","Postgraduate Faculties","Faculty of Social Science","Social Service Management"
"291","160","Postgraduate Faculties","Faculty of Social Science","Social Policy"
"292","160","Postgraduate Faculties","Faculty of Social Science","Advanced Environmental Planning Technologies"
"293","160","Postgraduate Faculties","Faculty of Social Science","Family Counselling & Family Education"
"294","160","Postgraduate Faculties","Faculty of Social Science","Geoinformation Science"
"295","160","Postgraduate Faculties","Faculty of Social Science","Global Political Economy"
"296","160","Postgraduate Faculties","Faculty of Social Science","New Media"
"297","160","Postgraduate Faculties","Faculty of Social Science","Journalism"
"298","160","Postgraduate Faculties","Faculty of Social Science","Public Policy"
"299","160","Postgraduate Faculties","Faculty of Social Science","Architecture"
"300","160","Postgraduate Faculties","Faculty of Social Science","Government & Politics (Greater China)"
"301","160","Postgraduate Faculties","Faculty of Social Science","Sustainable Tourism"
"302","160","Postgraduate Faculties","Faculty of Social Science","Corporate Communication"
"303","160","Postgraduate Faculties","Faculty of Social Science","Urban Design"
"304","160","Postgraduate Faculties","Faculty of Social Science","Economics"
"305","160","Postgraduate Faculties","Faculty of Social Science","Global Communication"
"306","160","Postgraduate Faculties","Faculty of Social Science","Geography & Resource Management"
"307","160","Postgraduate Faculties","Faculty of Social Science","Government & Public Administration"
"308","160","Postgraduate Faculties","Faculty of Social Science","Psychology"
"309","160","Postgraduate Faculties","Faculty of Social Science","Housing Studies"
"310","160","Postgraduate Faculties","Faculty of Social Science","Social Work"
"311","160","Postgraduate Faculties","Faculty of Social Science","Sociology"
"312","160","Postgraduate Faculties","Faculty of Social Science","Social Science"
"313","160","Postgraduate Faculties","Faculty of Social Science","Sustainable & Environmental Design"
"314","160","Postgraduate Faculties","Others","China Studies"
"315","160","Postgraduate Faculties","Others","National Geo-survey"
"316","160","Postgraduate Faculties","Others","Genomics & Bioinformatics"
"317","160","Postgraduate Faculties","Others","Earth System & GeoInformation Science"
"318","160","Postgraduate Faculties","Others","Gender Studies"
"319","169","Undergraduate Faculties","Faculty of Education and Human Development","Bachelor of Arts (Honours) in Special Education"
"320","169","Undergraduate Faculties","Faculty of Education and Human Development","Bachelor of Education (Honours) (Early Childhood Education)"
"321","169","Undergraduate Faculties","Faculty of Education and Human Development","Bachelor of Social Sciences (Honours) in Psychology"
"322","169","Undergraduate Faculties","Faculty of Humanities","Bachelor of Arts (Honours) in Language Studies (Chinese/English)"
"323","169","Undergraduate Faculties","Faculty of Humanities","Bachelor of Arts (Honours) in Language Studies and Bachelor of Education (Honours) (English Language) (co-terminal double degree)"
"324","169","Undergraduate Faculties","Faculty of Humanities","Bachelor of Education (Honours) (Chinese History)"
"325","169","Undergraduate Faculties","Faculty of Humanities","Bachelor of Education (Honours) (Chinese Language)"
"326","169","Undergraduate Faculties","Faculty of Humanities","Bachelor of Education (Honours) (English Language) – Secondary"
"327","169","Undergraduate Faculties","Faculty of Humanities","Bachelor of Education (Honours) (History)"
"328","169","Undergraduate Faculties","Faculty of Liberal Arts and Social Sciences","Bachelor of Arts (Honours) in Creative Arts and Culture - Music/Visual Arts"
"329","169","Undergraduate Faculties","Faculty of Liberal Arts and Social Sciences","Bachelor of Arts (Honours) in Creative Arts and Culture and Bachelor of Education (Honours) (Music) (co-terminal double degree)"
"330","169","Undergraduate Faculties","Faculty of Liberal Arts and Social Sciences","Bachelor of Arts (Honours) in Creative Arts and Culture and Bachelor of Education (Honours) (Visual Arts) (co-terminal double degree)"
"331","169","Undergraduate Faculties","Faculty of Liberal Arts and Social Sciences","Bachelor of Education (Honours) (Business, Accounting and Financial Studies)"
"332","169","Undergraduate Faculties","Faculty of Liberal Arts and Social Sciences","Bachelor of Education (Honours) (Geography)"
"333","169","Undergraduate Faculties","Faculty of Liberal Arts and Social Sciences","Bachelor of Education (Honours) (Physical Education)"
"334","169","Undergraduate Faculties","Faculty of Liberal Arts and Social Sciences","Bachelor of Education (Honours) (Primary) - General Studies/Mathematics"
"335","169","Undergraduate Faculties","Faculty of Liberal Arts and Social Sciences","Bachelor of Education (Honours) (Science)"
"336","169","Undergraduate Faculties","Faculty of Liberal Arts and Social Sciences","Bachelor of Education (Honours) (Secondary) - Information and Communication Technology"
"337","169","Undergraduate Faculties","Faculty of Liberal Arts and Social Sciences","Bachelor of Education (Honours) (Secondary) in Mathematics"
"338","169","Undergraduate Faculties","Faculty of Liberal Arts and Social Sciences","Bachelor of Social Sciences (Honours) in Global and Environmental Studies"
"339","169","Postgraduate Faculties","Faculty of Education and Human Development","Executive Master of Arts in International Educational Leadership and Change"
"340","169","Postgraduate Faculties","Faculty of Education and Human Development","Master of Arts in Child and Family Education"
"341","169","Postgraduate Faculties","Faculty of Education and Human Development","Master of Arts in Educational Counselling"
"342","169","Postgraduate Faculties","Faculty of Education and Human Development","Master of Science in Educational Speech-Language Pathology and Learning Disabilities"
"343","169","Postgraduate Faculties","Faculty of Education and Human Development","Master of Social Sciences in Psychology (Schools and Community Settings)"
"344","169","Postgraduate Faculties","Faculty of Education and Human Development","Master of Teaching"
"345","169","Postgraduate Faculties","Faculty of Education and Human Development","Postgraduate Diploma in Education (Early Childhood Education)"
"346","169","Postgraduate Faculties","Faculty of Education and Human Development","Postgraduate Diploma in Education (Professional and Vocational Education)"
"347","169","Postgraduate Faculties","Faculty of Humanities","Master of Arts in Chinese Studies (Language Education)"
"348","169","Postgraduate Faculties","Faculty of Humanities","Master of Arts in Teaching Chinese as an International Language"
"349","169","Postgraduate Faculties","Faculty of Humanities","Master of Arts in Teaching English to Speakers of Other Languages"
"350","169","Postgraduate Faculties","Faculty of Liberal Arts and Social Sciences","Master of Arts in Education for Sustainability"
"351","169","Postgraduate Faculties","Faculty of Liberal Arts and Social Sciences","Master of Arts in Mathematics and Pedagogy"
"352","169","Postgraduate Faculties","Faculty of Liberal Arts and Social Sciences","Master of Arts in Music Education"
"353","169","Postgraduate Faculties","Faculty of Liberal Arts and Social Sciences","Master of Public Policy and Governance"
"354","169","Postgraduate Faculties","Faculty of Liberal Arts and Social Sciences","Master of Social Science Education in Greater China Studies"
"355","169","Postgraduate Faculties","Faculty of Liberal Arts and Social Sciences","Master of Social Sciences in Global and Hong Kong Studies"
"356","169","Postgraduate Faculties","Faculty of Liberal Arts and Social Sciences","Postgraduate Diploma in Education (Primary)"
"357","169","Postgraduate Faculties","Faculty of Liberal Arts and Social Sciences","Postgraduate Diploma in Education (Secondary)"
"358","169","Postgraduate Faculties","Graduate School","Doctor of Education"
"359","169","Postgraduate Faculties","Graduate School","Doctor of Philosophy"
"360","169","Postgraduate Faculties","Graduate School","Master of Education"
